Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX1721975,"RNAseq of New World lupins, sample LUP1575",Lupinus chachas,Illumina HiSeq 2000,University of Oxford,SRP073751,Widespread adaptive evolution during repeated evolutionary radiations in New World lupins,SRS1409424,,2785.61,1,27051375,6762843750,LUP1575_1,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX1721956,"RNAseq of New World lupins, sample LUP1188",Lupinus albifrons,Illumina HiSeq 2000,University of Oxford,SRP073751,Widespread adaptive evolution during repeated evolutionary radiations in New World lupins,SRS1409406,,1608.68,1,17260686,4315171500,LUP1188_1,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX1646894,White Berry in stage 120DAF rep1 (Transcriptome Analysis of Genes Involved in Anthocyanins Biosynthesis and Transport in Black and White Berry of Spine Grape (Vitis davidii)),Vitis davidii,Illumina HiSeq 2000,"Zhengzhou Fruit Research Institute, Chinese Academ",SRP070860,Vitis davidii Transcriptome or Gene expression,SRS1350847,,3873.06,1,32108569,8027142250,,RNA-Seq,TRANSCRIPTOMIC,RANDOM
ERX705491,Illumina HiSeq 2000 paired end sequencing,Citrus aurantiifolia,Illumina HiSeq 2000,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS (,ERP005867,Deep sequencing of the Citrus Transcriptome,ERS485732,,7265.81,1,76442492,11619258784,unspecified,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT
ERX705482,Illumina HiSeq 2000 paired end sequencing,Citrus medica,Illumina HiSeq 2000,INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS (,ERP005867,Deep sequencing of the Citrus Transcriptome,ERS485750,,6676,1,69670815,10589963880,unspecified,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT
SRX1460196,De novo sequencing and characterization of Murraya koenigii L. leaf transcriptome,Murraya koenigii,Illumina HiSeq 2000,CSIR-CIMAP,SRP066944,Murraya koenigii Leaf transcriptome,SRS1187624,,5976.67,1,50311257,10162873914,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX1409432,RNA seq of Ammopiptanthus nanus: root,Ammopiptanthus nanus,Illumina HiSeq 2000,Minzu University of China,SRP065578,Ammopiptanthus nanus Transcriptome or Gene expression,SRS1143216,,2470.65,1,26093005,6523251250,R,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX1177957,Solanum muricatum transcriptome RNAseq Illumina,Solanum muricatum,Illumina HiSeq 2000,COMAV-UPV,SRP063092,Solanum muricatum strain:Sweet Long Transcriptome or Gene expression,SRS1052501,,7274.79,1,58327154,11782085108,,RNA-Seq,TRANSCRIPTOMIC,RANDOM PCR
SRX753302,Triadica sebifera transcriptome,Triadica sebifera,Illumina HiSeq 2000,CSIRO Plant Industry,SRP049597,Triadica sebifera Transcriptome or Gene expression,SRS745013,,8330.65,3,68427704,12316986720,cDNA,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX987920,Pyrus hopeiensis,Pyrus hopeiensis,Illumina HiSeq 2500,Pyrus hopeiensis,SRP057081,Pyrus hopeiensis Transcriptome or Gene expression,SRS902693,,1490.53,1,25877477,2612859199,,RNA-Seq,TRANSCRIPTOMIC,unspecified
SRX862266,Illumina sequencing of the transcriptome of Firmiana danxiaensis,Firmiana danxiaensis,Illumina Genome Analyzer II,"School of life science, Sun Yat-sen University",SRP053018,Firmiana danxiaensis Transcriptome or Gene expression,SRS833518,,1318.04,1,11977779,2156000220,Tran_01,RNA-Seq,TRANSCRIPTOMIC,unspecified
SRX800781,Echinocereus pectinatus,Echinocereus pectinatus,Illumina HiSeq 2000,University of Sheffield,SRP050968,Caryophyllales Transcriptome or Gene expression,SRS783074,,1583.68,1,12746205,2549241000,Illumina TruSeq RNA Sample Prep Kit,RNA-Seq,TRANSCRIPTOMIC,DNase
SRX759609,The transcriptome of well-watered P. mongolica seedlings,Prunus mongolica,Illumina HiSeq 2000,Inner Mongolia Agricultural University,SRP049799,Mongolian almond Transcriptome or Gene expression,SRS744267,,3724.04,1,28713735,5742747000,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX728793,GSM1520982: P6_Root; Alhagi sparsifolia; RNA-Seq,Alhagi sparsifolia,Illumina HiSeq 2000,GEO,SRP048745,Transcriptome analysis of the primary roots of Alhagi sparsifolia in response to water stress,SRS718297,,5109.78,1,41054821,8210964200,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX673643,DenovoTrans,Camellia azalea,Illumina HiSeq 2000,Research institute of subtropical forestry,SRP045386,Camellia azalea strain:Caz Transcriptome or Gene expression,SRS677436,,5646,1,47932594,9681503167,CcTrans,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX658543,Transcriptome of Erysiphe necator-infected Vitis pseudoreticulata Leaves Provides Insight into Grapevine Resistance to Powdery Mildew,Vitis pseudoreticulata,Illumina HiSeq 2000,northwest A&F university College of Horticulture,SRP044695,Vitis Pseudoreticulata Transcriptome or Gene expression,SRS663628,,2893.42,1,25746663,4634399340,BH,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX547138,Transcriptomic analysis of Camellia ptilophylla and its application to the identification of genes associated with flavonoid biosynthesis and caffeine biosynthesis,Camellia ptilophylla,Illumina HiSeq 2000,"Institute of Botany, Jiangsu Province and Chinese ",SRP042099,Camellia ptilophylla Transcriptome or Gene expression,SRS614150,,5423.06,1,46442657,8303385538,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX513002,GSM1365139: Meunna_High_KPY_2; Eucalyptus nitens; RNA-Seq,Eucalyptus nitens,Illumina HiSeq 2000,GEO,SRP041024,RNA-Seq using two populations reveals genes and alleles controlling wood traits and growth in Eucalyptus nitens,SRS590152,,10328.7,2,81445866,16289173200,,RNA-Seq,TRANSCRIPTOMIC,cDNA
ERX337169,,Sabal bermudana,Illumina HiSeq 2000,Beijing Genome Institute,ERP004258,1000 Plant (1KP) Transcriptomes : The pilot study.,ERS368268,,1173.68,1,10805336,1944960480,HWUP_lib,RNA-Seq,TRANSCRIPTOMIC,RT-PCR
SRX365131,Transcriptome sequence of Gleditsia sinensis,Gleditsia sinensis,Illumina HiSeq 2000,Shanghai University,SRP031472,Gleditsia sinensis Transcriptome or Gene expression,SRS491517,,5072.83,1,37785244,7632619288,,RNA-Seq,TRANSCRIPTOMIC,PCR
